--------- beginning of main
03-04 14:59:26.587  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-32 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:06:11.645  1678  2517 D WifiScoreCard: BSSID update SIGNAL_POLL ID: 1184386015 SSID: "CPH2791 356E", BSSID: ba:1f:67:91:57:61, MAC: 16:78:c4:12:c4:32, IP: /10.222.68.90, Security type: 2, Supplicant state: COMPLETED, Wi-Fi standard: 11n, RSSI: -23, Link speed: 156Mbps, Tx Link speed: 156Mbps, Max Supported Tx Link speed: 144Mbps, Calculated Tx : 125Mbps, Rx Link speed: 173Mbps, Max Supported Rx Link speed: 144Mbps, Calculated Rx : 145Mbps, Frequency: 2437MHz, Net ID: 1, Metered hint: true, score: 60, isUsable: true, CarrierMerged: false, SubscriptionId: -1, IsPrimary: 1, Trusted: true, Restricted: false, Ephemeral: false, OEM paid: false, OEM private: false, OSU AP: false, FQDN: <none>, Provider friendly name: <none>, Requesting package name: <none>"CPH2791 356E"wpa2-pskMLO Information: , Is TID-To-Link negotiation supported by the AP: false, AP MLD Address: <none>, AP MLO Link Id: <none>, AP MLO Affiliated links: <none>, Vendor Data: <none>
03-04 15:06:11.645  1678  2517 D WifiScoreCard: txRate: 2 txSpeed: 156
03-04 15:06:11.645  1678  2517 D WifiScoreCard: network update SIGNAL_POLL "CPH2791 356E" ID: 1373722228 RSSI -23 txSpeed -1
03-04 15:06:11.646  1678  2517 D WifiClientModeImpl[7680:wlan0]:  ClientModeImpl$L2ConnectedState screen=on 24 0 "CPH2791 356E" ba:1f:67:91:57:61 rssi=-23 f=2437 sc=60 link=156 tx=1.0, 0.0, 0.0 rx=1.0 bcn=26034 [on:495 tx:8 rx:1 period:3122] from screen [on:92801 period:411389] score=60
03-04 15:06:11.647  1678  2714 I WifiService: updateWifiUsabilityScore uid=10195 seqNum=803 score=100 predictionHorizonSec=1638403
03-04 15:06:11.688  1678  2526 D ConnectivityService: NetReassign [no changes] [c 16] [a 6] [i 13]
03-04 15:06:12.040  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:29549.6 raw data: BG_TASKS_THROTTLING_TRIGGER:29549.6 VIRTUAL-SKIN:29549.6 VIRTUAL-SKIN-EQ:29549.6 VIRTUAL-SKIN-LEGACY:29877.1 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:334.352 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:29542.7 VIRTUAL-SKIN-MODEL-CLAMPED:29542.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-334.352 VIRTUAL-SKIN-MODEL-UPDATED:29549.6 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:29542.7 VIRTUAL-SKIN-SUB-0:29785.8 VIRTUAL-SKIN-SUB-1:29877.1 VIRTUAL-SKIN-SUB-2:29506 VIRTUAL-SKIN-SUB-3:29732.5 VIRTUAL-SKIN-SUB-4:29758 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30832 disp0_therm:28825 flash_therm:29470 north_therm:30090 quiet_therm:30160 rfpa_therm:30145 soc_therm:30448 usb_pwr_therm:28375 
03-04 15:06:12.041  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:12.041  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:12.041  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:12.041  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:12.041  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:12.113  1140  1140 W [07:06:12.111254][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:12.113030][dhd][wlan]base_addr0=0x60800004
03-04 15:06:12.125   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:10:918 - 15:06:12:125, duration: 1206, le_adv_count: 7, total_le_adv_count: 11022, total_event_count: 0
03-04 15:06:12.134  1140  1140 W [07:06:12.131843][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 15:06:12.134  1140  1140 W [07:06:12.131923][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 15:06:12.150  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 15:06:13.638   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:12:633 - 15:06:13:637, duration: 1003, le_adv_count: 1, total_le_adv_count: 11023, total_event_count: 0
03-04 15:06:13.913  3230  5535 I NearbyDiscovery: [trigger-id=Scan389FD9E2] FastPairCache: Bloom filter changed, mac=XX:XX:XX:XX:8A:97, newData=1050e08025489b21f4764657953e4b1a62745bb4, oldData=10509031d7a20121c926462603114c1a13e275b3, scanMode=1 [CONTEXT service_id=265 ]
03-04 15:06:14.081  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:29546.9 raw data: BG_TASKS_THROTTLING_TRIGGER:29546.9 VIRTUAL-SKIN:29546.9 VIRTUAL-SKIN-EQ:29546.9 VIRTUAL-SKIN-LEGACY:29869.4 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:326.697 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:29542.7 VIRTUAL-SKIN-MODEL-CLAMPED:29542.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-326.697 VIRTUAL-SKIN-MODEL-UPDATED:29546.9 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:29542.7 VIRTUAL-SKIN-SUB-0:29781.3 VIRTUAL-SKIN-SUB-1:29869.4 VIRTUAL-SKIN-SUB-2:29503 VIRTUAL-SKIN-SUB-3:29729.3 VIRTUAL-SKIN-SUB-4:29753.2 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30818 disp0_therm:28828 flash_therm:29463 north_therm:30078 quiet_therm:30155 rfpa_therm:30136 soc_therm:30440 usb_pwr_therm:28378 
03-04 15:06:14.082  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:14.082  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:14.082  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:14.082  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:14.082  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:14.087  2803  4311 D TemperatureStateSource: sequence=684 actualDelay=10003
03-04 15:06:14.088  2803  4311 D TemperatureStateSource: Reading temperature: sequence=685
03-04 15:06:14.090  1532  1532 I pixel-thermal: VIRTUAL-SKIN:29.5469 raw data: VIRTUAL-SKIN:29546.9 
03-04 15:06:14.091  2803  4311 D TemperatureStateSource: getDeviceTemperatures: sequence=685 deviceTemperatureType=3 temperatureSource=0 temperatures=[29.54687]
03-04 15:06:14.091  2803  4311 D BusinessScope: Enqueuing the block
03-04 15:06:14.091  2803  4311 D TemperatureStateSource: sequence=685 waitTime=10000
03-04 15:06:14.092  2803  2931 D BusinessScope: Start running the #1382 block
03-04 15:06:14.098  1532  1532 I pixel-thermal: VIRTUAL-SKIN:29.5469 raw data: VIRTUAL-SKIN:29546.9 
03-04 15:06:14.099  2803  2931 I TemperatureStateSource: temperature was set
03-04 15:06:14.102  2803  2931 D BusinessScope: Enqueuing the block
03-04 15:06:14.103  2803  2931 D ImpulseStateSource: Notify clients: 690
03-04 15:06:14.103  2803  2931 D BusinessScope: Finish running the #1382 block
03-04 15:06:14.104  2803  2931 D BusinessScope: Start running the #1383 block
03-04 15:06:14.107  2803  2931 D ImpulseConnection: bindService: com.google.android.apps.turbo
03-04 15:06:14.114  1678  2582 D BackgroundInstallControlService: Package event received: 0
03-04 15:06:14.116  1678  2714 D ActivityManager: sync unfroze 7772 com.google.android.apps.turbo for 6
03-04 15:06:14.125  1678  2582 D BackgroundInstallControlService: Package event received: 0
03-04 15:06:14.202  2803  2803 D ImpulseConnection: onServiceConnected: ComponentInfo{com.google.android.apps.turbo/com.google.android.apps.turbo.adaptiveplatform.impulse.ImpulseClientService} service is null false
03-04 15:06:14.210  1678  2714 W ProcessStats: Tracking association SourceState{34de2f0 com.google.android.pixelsystemservice/10305 ImpFg #12538} whose proc state 5 is better than process ProcessState{789f6c5 com.google.android.apps.turbo/10147 pkg=com.google.android.apps.turbo} proc state 14 (39 skipped)
03-04 15:06:14.213  2803  2931 D BusinessScope: Finish running the #1383 block
03-04 15:06:14.260  7772 18350 W Turbo.DeviceHealthLeversManagerImpl: applyLeversWithMaintenanceWindow: ignore the same request
03-04 15:06:14.366  1140  1140 W [07:06:14.364161][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:14.364296][dhd][wlan]base_addr0=0xffffffff
03-04 15:06:14.402  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 15:06:14.403  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 15:06:14.404  1140  1140 W [07:06:14.401573][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 15:06:14.404  1140  1140 W [07:06:14.401628][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 15:06:14.404  1140  1140 W [07:06:14.401853][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x30040) dar_pwr_ctrl(0xa0c:0x30000) dar_intstat(0xa10:0x4000000)
03-04 15:06:14.406  1140  1140 W [07:06:14.403559][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 15:06:14.421     0     0 W [    C6] [07: 06:14.419151][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 15:06:14.648  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:14.661     0     0 W [    C6] [07: 06:14.658654][dhd][wlan]dhd_bus_handle_mb_data: Do not send DS-ACK, host_active_cnt is 1
03-04 15:06:14.661     0     0 W [    C6] [07: 06:14.658790][dhd][wlan][Repeats 1 times]
03-04 15:06:14.651   999  1084 I WifiHAL : Creating message to get link statistics; iface = 47
03-04 15:06:14.671  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 12.589254117941675m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:14.702  1084  1084 W [07:06:14.700217][cfg80211][wlan] wl_update_ml_link_stat: num_rate 36
03-04 15:06:14.707   999  1084 I WifiHAL : Getting cached scan results, iface handle = 0xb40000766945c690
03-04 15:06:14.707   999  1084 E WifiHAL : Creating message to get cached scan results
03-04 15:06:14.712   999  1084 I WifiHAL : In GetCachedScanResultsCommand::handleResponse
03-04 15:06:14.740  2737  2737 W [07:06:14.737719][cfg80211][wlan] wl_cfgvif_get_channel: [wlan0] freq:2437 width:1 chanspec:0x1006
03-04 15:06:14.743  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-24 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:06:14.744  1678  2517 D WifiDataStall: tx tput in kbps: 125043
03-04 15:06:14.744  1678  2517 D WifiDataStall: rx tput in kbps: 145968
03-04 15:06:14.744  1678  2517 V WifiConfigManager: Updating scan detail cache freq=2437 BSSID=ba:1f:67:91:57:61 RSSI=-23 for "CPH2791 356E"WPA_PSK
03-04 15:06:14.745  1678  2517 D WifiDataStall:  use default cca Level
03-04 15:06:14.745  1678  2517 D WifiDataStall:  ccaLevel = 40
03-04 15:06:14.745  1678  2517 D WifiDataStall: L2 txTputKbps: 125043, rxTputKbps: 145968, L3 txTputKbps: 0, rxTputKbps: 0, TxTrafficHigh: false, RxTrafficHigh: false, Throughput Sufficient: true
03-04 15:06:14.749  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:14.749  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -24 Nss: 2 Mode: 4 symDur: 3600 snrDb 56 bitPerTone: 5000 rate: 144 throughput: 90
03-04 15:06:14.749  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:14.750  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -24 Nss: 2 Mode: 4 symDur: 3600 snrDb 56 bitPerTone: 5000 rate: 144 throughput: 90
03-04 15:06:14.753  1678  2517 D WifiScoreCard: BSSID update SIGNAL_POLL ID: 1184386015 SSID: "CPH2791 356E", BSSID: ba:1f:67:91:57:61, MAC: 16:78:c4:12:c4:32, IP: /10.222.68.90, Security type: 2, Supplicant state: COMPLETED, Wi-Fi standard: 11n, RSSI: -24, Link speed: 156Mbps, Tx Link speed: 156Mbps, Max Supported Tx Link speed: 144Mbps, Calculated Tx : 125Mbps, Rx Link speed: 173Mbps, Max Supported Rx Link speed: 144Mbps, Calculated Rx : 145Mbps, Frequency: 2437MHz, Net ID: 1, Metered hint: true, score: 60, isUsable: true, CarrierMerged: false, SubscriptionId: -1, IsPrimary: 1, Trusted: true, Restricted: false, Ephemeral: false, OEM paid: false, OEM private: false, OSU AP: false, FQDN: <none>, Provider friendly name: <none>, Requesting package name: <none>"CPH2791 356E"wpa2-pskMLO Information: , Is TID-To-Link negotiation supported by the AP: false, AP MLD Address: <none>, AP MLO Link Id: <none>, AP MLO Affiliated links: <none>, Vendor Data: <none>
03-04 15:06:14.754  1678  2517 D WifiScoreCard: txRate: 2 txSpeed: 156
03-04 15:06:14.754  1678  2517 D WifiScoreCard: network update SIGNAL_POLL "CPH2791 356E" ID: 1373722228 RSSI -24 txSpeed -1
03-04 15:06:14.755  1678  2517 D WifiClientModeImpl[7680:wlan0]:  ClientModeImpl$L2ConnectedState screen=on 24 0 "CPH2791 356E" ba:1f:67:91:57:61 rssi=-24 f=2437 sc=60 link=156 tx=1.0, 0.0, 0.0 rx=1.2 bcn=26055 [on:348 tx:3 rx:1 period:3107] from screen [on:93149 period:414497] score=60
03-04 15:06:14.762  1678  2714 I WifiService: updateWifiUsabilityScore uid=10195 seqNum=804 score=100 predictionHorizonSec=1638403
03-04 15:06:14.804  1678  2526 D ConnectivityService: NetReassign [no changes] [c 7] [a 6] [i 21]
03-04 15:06:15.241  1140  1140 W [07:06:15.238851][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:15.240580][dhd][wlan]base_addr0=0x60800004
03-04 15:06:15.266  1140  1140 W [07:06:15.263799][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 15:06:15.266  1140  1140 W [07:06:15.263874][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 15:06:15.288  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 15:06:15.683   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:13:904 - 15:06:15:683, duration: 1778, le_adv_count: 6, total_le_adv_count: 11029, total_event_count: 0
03-04 15:06:15.768  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER-MODEL: model_input: [30818.00 28828.00 29463.00 30078.00 30155.00 30136.00 30440.00 28378.00 ]
03-04 15:06:15.770  1532  1563 I native  : I0000 00:00:1772607975.769838    1563 thermal_tflite_wrapper.cc:261] ThermalTfliteInvoke
03-04 15:06:15.770  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER-MODEL: model_output: [29033.3 ]
03-04 15:06:15.770  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER-MODEL: predicted_value: [29033.3 ]
03-04 15:06:15.771  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER:29.0492 raw data: VIRTUAL-SKIN-SPEAKER:29049.2 VIRTUAL-SKIN-SPEAKER-LEGACY:29406.3 VIRTUAL-SKIN-SPEAKER-LEGACY-MODEL-DIFF:372.938 VIRTUAL-SKIN-SPEAKER-MODEL:29033.3 VIRTUAL-SKIN-SPEAKER-MODEL-CLAMPED:29033.3 VIRTUAL-SKIN-SPEAKER-MODEL-LEGACY-DIFF:-372.938 VIRTUAL-SKIN-SPEAKER-MODEL-UPPER-CLAMPED:29033.3 VIRTUAL-SKIN-SPEAKER-SUB-0:29387.6 VIRTUAL-SKIN-SPEAKER-SUB-1:29406.3 VT_SPEAKER_LEGACY_WEIGHT:0 VT_SPEAKER_MODEL_WEIGHT:1 charging_therm:30818 disp0_therm:28828 flash_therm:29463 north_therm:30078 quiet_therm:30155 rfpa_therm:30136 soc_therm:30440 usb_pwr_therm:28378 
03-04 15:06:15.771  1532  1563 I pixel-thermal: soc_therm:30.44 raw data: soc_therm:30440 
03-04 15:06:15.772  1532  1563 I pixel-thermal: VIRTUAL-SKIN-PREDICTION-MODEL: model_input: [30078.00 29463.00 30440.00 30136.00 30818.00 28828.00 28378.00 30155.00 29546.87 ]
03-04 15:06:15.772  1532  1563 I native  : I0000 00:00:1772607975.772229    1563 thermal_tflite_wrapper.cc:261] ThermalTfliteInvoke
03-04 15:06:15.775  1532  1563 I pixel-thermal: VIRTUAL-SKIN-PREDICTION-MODEL: model_output: [29076.9 29151.1 29218 29286.2 29365.9 29460 29551.3 29641 29721.4 29805.7 ]
03-04 15:06:15.775  1532  1563 I pixel-thermal: VIRTUAL-SKIN-PREDICTION-MODEL: predicted_value: [29076.9 29151.1 29218 29286.2 29365.9 29460 29551.3 29641 29721.4 29805.7 ]
03-04 15:06:15.775  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:15.776  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:15.776  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:15.776  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:15.776  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:15.918  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:15.941  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 2.8183829312644537m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:16.100  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:29545.2 raw data: BG_TASKS_THROTTLING_TRIGGER:29545.2 VIRTUAL-SKIN:29545.2 VIRTUAL-SKIN-EQ:29545.2 VIRTUAL-SKIN-LEGACY:29862.9 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:320.168 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:29542.7 VIRTUAL-SKIN-MODEL-CLAMPED:29542.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-320.168 VIRTUAL-SKIN-MODEL-UPDATED:29545.2 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:29542.7 VIRTUAL-SKIN-SUB-0:29775.4 VIRTUAL-SKIN-SUB-1:29862.9 VIRTUAL-SKIN-SUB-2:29499.3 VIRTUAL-SKIN-SUB-3:29726.7 VIRTUAL-SKIN-SUB-4:29750.2 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30802 disp0_therm:28830 flash_therm:29460 north_therm:30068 quiet_therm:30142 rfpa_therm:30129 soc_therm:30433 usb_pwr_therm:28382 
03-04 15:06:16.101  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:16.101  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:16.101  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:16.101  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:16.101  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:16.427  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:16.435  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 12.589254117941675m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:16.464  1140  1140 W [07:06:16.462186][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:16.462378][dhd][wlan]base_addr0=0xffffffff
03-04 15:06:16.494  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 15:06:16.495  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 15:06:16.496  1140  1140 W [07:06:16.493324][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 15:06:16.496  1140  1140 W [07:06:16.493387][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 15:06:16.496  1140  1140 W [07:06:16.493611][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x30040) dar_pwr_ctrl(0xa0c:0x30000) dar_intstat(0xa10:0x4000000)
03-04 15:06:16.496  1140  1140 W [07:06:16.493703][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 15:06:16.510     0     0 W [    C6] [07: 06:16.508292][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 15:06:16.590  1318  1318 D AOC     : A3:MSG: usf_vsc_log.cc, 69: VSC: [Auto Brightness] Retune sensor-2 (tout:1 drop:0): avg 1.834 -> 1.834 [wm:1.844]
03-04 15:06:16.717  1678  2457 D ActivityManager: freezing 3871 .ShannonImsService
03-04 15:06:17.025  1140  1140 W [07:06:17.023136][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:17.024888][dhd][wlan]base_addr0=0x60800004
03-04 15:06:17.047  1140  1140 W [07:06:17.044399][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 15:06:17.047  1140  1140 W [07:06:17.044484][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 15:06:17.063  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 15:06:17.380  1532  1563 I pixel-thermal: BG-TASKS-THROTTLING-HINT:0 raw data: BATTERY-CAPACITY-LEVEL:5 BG-TASKS-THROTTLING-EXP-PROPERTY:0 BG-TASKS-THROTTLING-HINT:0 BG_TASKS_THROTTLING_COUNT:1 BG_TASKS_THROTTLING_LEVEL:0 IS_BG_TASKS_THROTTLING_ACTIVE:0 IS_CHARGING:1 thb_hda:54 
03-04 15:06:17.381  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:17.381  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:17.381  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:17.381  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:17.381  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:17.429   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:15:911 - 15:06:17:429, duration: 1518, le_adv_count: 10, total_le_adv_count: 11039, total_event_count: 10
03-04 15:06:17.701  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:17.708  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 2.51188643150958m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:17.760   999  1084 I WifiHAL : Creating message to get link statistics; iface = 47
03-04 15:06:17.767  1140  1140 W [07:06:17.764972][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:17.766548][dhd][wlan]base_addr0=0xffffffff
03-04 15:06:17.802  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 15:06:17.806  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 15:06:17.806  1140  1140 W [07:06:17.803873][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 15:06:17.806  1140  1140 W [07:06:17.803936][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 15:06:17.806  1140  1140 W [07:06:17.804128][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x2010040) dar_pwr_ctrl(0xa0c:0x210000) dar_intstat(0xa10:0x4000000)
03-04 15:06:17.808  1140  1140 W [07:06:17.805398][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 15:06:17.824     0     0 W [    C6] [07: 06:17.822187][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 15:06:17.863  1084  1084 W [07:06:17.861144][cfg80211][wlan] wl_update_ml_link_stat: num_rate 36
03-04 15:06:17.871   999   999 I WifiHAL : Getting cached scan results, iface handle = 0xb40000766945c690
03-04 15:06:17.873   999   999 E WifiHAL : Creating message to get cached scan results
03-04 15:06:17.889   999   999 I WifiHAL : In GetCachedScanResultsCommand::handleResponse
03-04 15:06:17.889   999   999 E libbinder.IPCThreadState: binder thread pool (1 threads) starved for 129 ms
03-04 15:06:17.919  2737  2737 W [07:06:17.917025][cfg80211][wlan] wl_cfgvif_get_channel: [wlan0] freq:2437 width:1 chanspec:0x1006
03-04 15:06:17.923  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-21 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
